Record,sub_basin,date,year,month,Season,time,sample_id ,SiteID,gpsX,gpsY,qual,basin_ac,basin_m2,basin2011_uf_ac,basin2011_uf_perc,basin2011_mca_ac,basin2011_mca_perc,basin2011_d_ac,basin2011_d_perc,basin2011_vw_ac,basin2011_vw_perc,basin2011_o_ac,basin2011_o_perc,uufac_b,umcaac_b,udac_b,uf100w100l,uf_perc_100w100l,d100w100,d_perc_100w100l,mca100w100l,mca_perc_100w100l_OG,o100w100l_OG,o_perc_100w100l,uf500w100l,uf_perc_500w100l,d500w100l,d_perc_500w100l,mca500w100l,mca_perc_500w100l,o500w100l,o_perc_500w100l,uf100w500l,uf_perc_100w500l,d100w500l,d_perc_100w500l,mca100w500l,mca_perc_100w500l,o100w500l,o_perc_100w500l,uf500w500l,uf_perc_500w500l,d500w500l,d_perc_500w500l,mca500w500l,mca_perc_500w500l,o500w500l,o_perc_500w500l,atemp,wtemp,turb,turb2,turb3,turbav,turb_notes,ph,DO,DO_perc,sal,hard,alk,Cl-,TP,NH4_t,NH4_22,NO3_t,NO3_tx10,NO3_22,PO4_t,PO4_22,NO3_IC,TN,Ca,Mg,K,Silicate,Na,SO42-,Fe,con,con_uS,con_ms/cm,ent_w,ent_1/10,ent_notes,coli_1/10,coli_1/100,ecoli_1/10,ecoli_1/100,coli_e-coli notes,fc,fs,fcfs_ratio,tca,weath,testrain,rain7,rain28,rainmonthprior,rainmonth,notes
31,G,1/18/1976,1976,1,Winter,11:15:00,NA,16,42.011602,-73.884619,3,325.339014,1316442.4,88.85331,27.3,74.024171,22.8,123.989307,38.1,23.9,7.3,14.572226,4.479089618,-999,-999,-999,0,0,15442,100,0,0,0,0,0,0,15500,100,0,0,0,0,11229,9.582284422,84565,72.16367283,3561,3.038784827,17830,15.21525793,44678,13.74936143,231898,71.36508835,29821,9.177217138,18549,5.708333077,-15,0.3,-999,-999,-999,-999,-999,6.6,11,-999,-999,188,82,38,-999,0.22,-999,1.2,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.21,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
32,A,1/18/1976,1976,1,Winter,0:00:00,NA,20,42.013732,-73.901553,1,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,5260.1,1490.2,1243.3,7875,49.46918776,8044,50.53081224,0,0,0,0,7875,49.46918776,8044,50.53081224,0,0,0,0,29798,23.59583482,85975,68.0801362,0,0,10512,8.324028982,200384,54.93404099,153876,42.18415887,0,0,10512,2.881800138,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
33,A,1/18/1976,1976,1,Winter,12:05:00,NA,21,42.012169,-73.908667,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,5425,1498.8,1318,8464,55.82745202,4765,31.42932524,1932,12.74322274,0,0,8464,55.82745202,4765,31.42932524,1932,12.74322274,0,0,126235,60.88338422,52354,25.25043528,15409,7.431790449,13341,6.434390057,180681,63.64942984,53504,18.84813065,36343,12.80273647,13341,4.699703032,-15,0.5,-999,-999,-999,-999,-999,6.8,8,-999,-999,188,102,50,-999,0.24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.08,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
34,A,1/18/1976,1976,1,Winter,0:00:00,NA,24,42.01713,-73.908667,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,5425,1498.8,1318,15984,100,0,0,0,0,0,0,15996,100,0,0,0,0,0,0,117973,91.31178501,8755,6.776420688,412,0.318890385,2058,1.592903915,229805,75.40127832,36418,11.9491036,34968,11.47334436,3585,1.176273722,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,NA
35,F,1/18/1976,1976,1,Winter,11:55:00,NA,18,41.998674,-73.892362,3,1217.125351,4925428.95,302.15016,24.8,310.580517,25.5,468.090688,38.5,74.73973,6.1,61.564256,5.058168902,-999,-999,-999,4857,30.34676664,8726,54.52046236,2422,15.13277101,0,0,4857,30.34676664,8726,54.52046236,2422,15.13277101,0,0,51578,30.18287152,9147,5.352722591,37468,21.92585657,72692,42.53854932,127138,32.26852792,41649,10.57081218,109302,27.74162437,115911,29.41903553,-15,-2.5,-999,-999,-999,-999,-999,6.7,6,-999,-999,222,150,99,-999,0.89,-999,0.79,7.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
36,A,1/18/1976,1976,1,Winter,0:00:00,NA,-999,,,-999,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
37,F,1/18/1976,1976,1,Winter,11:45:00,NA,17,41.99163,-73.88882,2,1217.125351,4925428.95,302.15016,24.8,310.580517,25.5,468.090688,38.5,74.73973,6.1,61.564256,5.058168902,-999,-999,-999,9667,61.79760915,5944,37.9978265,0,0,32,0.204564342,9733,61.95811318,5944,37.83818193,0,0,32,0.203704883,73568,44.59774853,52586,31.87822429,11678,7.079334865,27127,16.44469232,121159,30.86790588,192565,49.06014654,32825,8.362886871,45959,11.70906071,-15,0,-999,-999,-999,-999,-999,6.8,12,-999,-999,256,150,112,-999,1.18,-999,0.4,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.56,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
38,A,1/18/1976,1976,1,Winter,0:00:00,NA,11,42.015755,-73.866415,2,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,4598.2,1031.4,567,0,0,0,0,7753,48.24817972,8316,51.75182028,0,0,0,0,7833,48.50455137,8316,51.49544863,0,0,0,0,62330,59.402638,42598,40.597362,0,0,0,0,213357,83.35723076,42598,16.64276924,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
39,A,1/18/1976,1976,1,Winter,0:00:00,NA,12,42.011997,-73.871244,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,4598.2,1031.4,567,4925,31.70668898,2543,16.37159596,462,2.974312753,7603,48.9474023,4930,31.72866521,2543,16.36632771,462,2.973355644,7603,48.93165144,13381,10.72375961,17091,13.69701632,30558,24.48969779,63749,51.08952628,40361,10.30487478,99143,25.31295558,179296,45.77742941,72869,18.60474023,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
40,A,1/18/1976,1976,1,Winter,0:00:00,NA,14,42.014527,-73.876556,2,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,-999,-999,-999,235,1.534643767,12297,80.30431659,0,0,2781,18.16103964,236,1.541073527,12297,80.29907274,0,0,2781,18.15985373,932,3.996398096,19337,82.91668453,270,1.157754813,2782,11.92916256,2493,2.724858183,83649,91.42866511,2006,2.192565389,3343,3.653911314,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
41,A,1/18/1976,1976,1,Winter,11:00:00,NA,13,42.010208,-73.872426,1,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,4598.2,1031.4,567,1420,9.220779221,3659,23.75974026,10321,67.01948052,0,0,1420,9.190343667,3710,24.01139085,10321,66.79826548,0,0,23121,16.85290066,26847,19.56878266,36659,26.72075106,50566,36.85756562,74636,19.12061956,116296,29.79328437,111209,28.49007155,88202,22.59602452,-15,0,-999,-999,-999,-999,-999,6.4,8,-999,-999,137,75,25,-999,0.08,-999,0.62,6.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.12,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Cold and Clear,0,2.21,-999,5.97,4.57,Phosphate still not valid and reproducible; biological data arrived at lab too late to analyze
42,M,3/21/1976,1976,3,Winter,9:45:00,NA,3,42.01903,-73.820333,3,2866.364358,11599909.2,1637.289641,57.1,723.214518,25.2,187.192408,6.5,177.481109,6.2,141.186682,4.925636254,-999,-999,-999,2676,16.84608121,6277,39.51526597,3046,19.17532263,3886,24.46333019,2676,16.84608121,6277,39.51526597,3046,19.17532263,3886,24.46333019,105045,41.28413325,36032,14.16107277,72162,28.36066089,41205,16.19413309,201731,51.27806897,36032,9.158985882,112370,28.56336711,43273,10.99957804,20,10,-999,-999,-999,-999,-999,6.5,11.6,-999,-999,154,109,15,-999,0,-999,0.144,1.44,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.06,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,16,9,-999,801,Balmy,0.14,0.47,-999,1.73,1.61,NA
43,M,3/21/1976,1976,3,Winter,0:00:00,NA,4,42,73.831885,3,2866.364358,11599909.2,1637.289641,57.1,723.214518,25.2,187.192408,6.5,177.481109,6.2,141.186682,4.925636254,-999,-999,-999,11154,73.46374234,3674,24.19811631,0,0,355,2.338141342,11154,73.46374234,3674,24.19811631,0,0,355,2.338141342,69146,65.18288084,4857,4.57861991,6847,6.454562594,25230,23.78393665,201131,51.58421987,51320,13.16207926,66664,17.09736656,70793,18.15633431,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Balmy,0.14,0.47,-999,1.73,1.61,NA
44,M,3/21/1976,1976,3,Winter,10:30:00,NA,6,41.993207,-73.842887,2,2866.364358,11599909.2,1637.289641,57.1,723.214518,25.2,187.192408,6.5,177.481109,6.2,141.186682,4.925636254,-999,-999,-999,0,0,7976,74.54902327,1741,16.27254884,982,9.17842789,0,0,7976,74.54902327,1741,16.27254884,982,9.17842789,2268,2.243833909,17284,17.09983478,52759,52.19684003,28766,28.45949128,2268,1.758098649,27979,21.6886429,87184,67.58292443,11572,8.970334023,20,10,-999,-999,-999,-999,-999,6.5,12.6,-999,-999,154,116,23,-999,0,-999,0.017,0.17,-999,0.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,32,28,1.142857143,801,Balmy,0.14,0.47,-999,1.73,1.61,NA
45,A,3/21/1976,1976,3,Winter,10:05:00,NA,2,41.971497,-73.820126,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,201.4,95.5,28.8,5866,37.23262456,7739,49.120914,2150,13.64646144,0,0,5866,37.09371443,7739,48.93765018,2209,13.96863539,0,0,75871,40.04718824,58324,30.78530936,54445,28.73784665,814,0.429655748,168145,42.77943575,88281,22.46044406,126823,32.26629623,9802,2.493823957,20,9,-999,-999,-999,-999,-999,6.7,15,-999,-999,103,27,23,-999,0,-999,0.067,0.67,-999,0.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.15,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,64,20,3.2,140,Balmy,0.14,0.47,-999,1.73,1.61,NA
46,A,3/21/1976,1976,3,Winter,0:00:00,NA,5,41.97341,-73.838723,2,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,1773.3,428.8,188.6,9197,60.68624216,4694,30.97327615,1264,8.340481689,0,0,9662,61.85659411,4694,30.05121639,1264,8.092189501,0,0,35564,30.93005862,43532,37.85983893,26857,23.35756901,9029,7.85253344,168347,58.04408464,67353,23.22252985,43085,14.85520613,11248,3.87817938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Balmy,0.14,0.47,-999,1.73,1.61,NA
47,L,3/21/1976,1976,3,Winter,10:45:00,NA,7,41.993342,-73.846064,3,727.642981,2944492.7,410.28676,56.4,166.346843,22.9,42.23206,5.8,98.8,13.6,9.977318,1.371183157,3724.5,726.1,377.7,52,0.320967841,5815,35.89284612,5349,33.01648046,4985,30.76970557,52,0.320967841,5815,35.89284612,5349,33.01648046,4985,30.76970557,39622,14.09905133,33488,11.91633514,84798,30.17443226,123118,43.81018126,45468,14.46537479,39822,12.66913334,102686,32.66894246,126347,40.19654941,20,10,-999,-999,-999,-999,-999,6.6,12.4,-999,-999,137,68,23,-999,0.03,-999,0.122,1.22,-999,0.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.12,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,24,36,0.666666667,400,Balmy,0.14,0.47,-999,1.73,1.61,NA
48,A,3/21/1976,1976,3,Winter,11:00:00,NA,8,42.001094,-73.85626,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,4465.9,943.3,550.6,0,0,3797,23.62199826,8606,53.53987806,3671,22.83812368,0,0,3797,23.62199826,8606,53.53987806,3671,22.83812368,37433,15.46396437,3987,1.64707146,91771,37.91156131,108875,44.97740286,93686,23.98318622,22375,5.727897356,160210,41.01302505,114361,29.27589138,20,10,-999,-999,-999,-999,-999,6.6,11,-999,-999,120,75,23,-999,0.09,-999,0.06,0.6,-999,0.08,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.12,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,12,40,0.3,520,Balmy,0.14,0.47,-999,1.73,1.61,NA
49,I,3/21/1976,1976,3,Winter,11:15:00,NA,9,42.008946,-73.857941,3,248.613651,1006048.5,132.257385,53.2,88.079706,35.4,16.362268,6.6,8.377252,3.4,3.53704,1.422705465,4465.9,943.3,550.6,0,0,12270,78.52297453,3356,21.47702547,0,0,0,0,12270,78.52297453,3356,21.47702547,0,0,8994,9.561676749,15559,16.54104164,57680,61.32060428,11830,12.57667733,8994,3.843606169,59781,25.54754507,153394,65.5532716,11830,5.055577161,20,10,-999,-999,-999,-999,-999,6.6,13.2,-999,-999,137,68,23,-999,0.06,-999,0.107,1.07,-999,0.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.17,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,120,32,3.75,440,Balmy,0.14,0.47,-999,1.73,1.61,NA
50,A,3/21/1976,1976,3,Winter,12:15:00,NA,15,42.003618,-73.880006,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,4598.2,1031.4,567,1978,12.60354276,10275,65.47088059,0,0,3441,21.92557665,2031,12.8976948,10275,65.25052391,0,0,3441,21.85178129,13693,9.627702584,60496,42.53541923,11146,7.836878186,56890,40,67650,17.60421356,178513,46.45352514,75266,19.5860863,62854,16.35617501,20,10,-999,-999,-999,-999,-999,6.7,11.8,-999,-999,154,82,23,-999,0.06,-999,0.091,0.91,-999,0.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.15,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,110,16,6.875,110,Balmy,0.14,0.47,-999,1.73,1.61,NA
51,G,3/21/1976,1976,3,Winter,12:00:00,NA,16,42.011602,-73.884619,3,325.339014,1316442.4,88.85331,27.3,74.024171,22.8,123.989307,38.1,23.9,7.3,14.572226,4.479089618,-999,-999,-999,0,0,15442,100,0,0,0,0,0,0,15500,100,0,0,0,0,11229,9.582284422,84565,72.16367283,3561,3.038784827,17830,15.21525793,44678,13.74936143,231898,71.36508835,29821,9.177217138,18549,5.708333077,20,10,-999,-999,-999,-999,-999,6.7,12.6,-999,-999,171,89,30,-999,0.2,-999,0.2,2,-999,0.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.21,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,40,16,2.5,220,Balmy,0.14,0.47,-999,1.73,1.61,NA
52,A,3/21/1976,1976,3,Winter,13:00:00,NA,20,42.013732,-73.901553,1,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,5260.1,1490.2,1243.3,7875,49.46918776,8044,50.53081224,0,0,0,0,7875,49.46918776,8044,50.53081224,0,0,0,0,29798,23.59583482,85975,68.0801362,0,0,10512,8.324028982,200384,54.93404099,153876,42.18415887,0,0,10512,2.881800138,18,10,-999,-999,-999,-999,-999,6.7,11.2,-999,-999,137,75,30,-999,0.2,-999,0.166,1.66,-999,0.21,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.15,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,9,12,-999,270,Balmy,0.14,0.47,-999,1.73,1.61,NA
53,A,3/21/1976,1976,3,Winter,13:15:00,NA,21,42.012169,-73.908667,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,5425,1498.8,1318,8464,55.82745202,4765,31.42932524,1932,12.74322274,0,0,8464,55.82745202,4765,31.42932524,1932,12.74322274,0,0,126235,60.88338422,52354,25.25043528,15409,7.431790449,13341,6.434390057,180681,63.64942984,53504,18.84813065,36343,12.80273647,13341,4.699703032,19,11,-999,-999,-999,-999,-999,6.6,15.4,-999,-999,137,82,23,-999,0.14,-999,0.085,0.85,-999,0.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.15,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,92,9,-999,300,Balmy,0.14,0.47,-999,1.73,1.61,NA
54,A,3/21/1976,1976,3,Winter,14:50:00,NA,24,42.01713,-73.908667,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,5425,1498.8,1318,15984,100,0,0,0,0,0,0,15996,100,0,0,0,0,0,0,117973,91.31178501,8755,6.776420688,412,0.318890385,2058,1.592903915,229805,75.40127832,36418,11.9491036,34968,11.47334436,3585,1.176273722,11,11,-999,-999,-999,-999,-999,6.6,10.8,-999,-999,154,82,23,-999,0.14,-999,0.171,1.71,-999,0.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.15,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,9,9,-999,60,Balmy,0.14,0.47,-999,1.73,1.61,NA
55,F,3/21/1976,1976,3,Winter,12:45:00,NA,18,41.998674,-73.892362,3,1217.125351,4925428.95,302.15016,24.8,310.580517,25.5,468.090688,38.5,74.73973,6.1,61.564256,5.058168902,-999,-999,-999,4857,30.34676664,8726,54.52046236,2422,15.13277101,0,0,4857,30.34676664,8726,54.52046236,2422,15.13277101,0,0,51578,30.18287152,9147,5.352722591,37468,21.92585657,72692,42.53854932,127138,32.26852792,41649,10.57081218,109302,27.74162437,115911,29.41903553,20,12,-999,-999,-999,-999,-999,6.7,9,-999,-999,222,123,61,-999,0.63,-999,0.1222,1.222,-999,2.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.17,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,32,32,1,-999,Balmy,0.14,0.47,-999,1.73,1.61,NA
56,A,3/21/1976,1976,3,Winter,0:00:00,NA,-999,,,-999,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Balmy,0.14,0.47,-999,1.73,1.61,NA
57,F,3/21/1976,1976,3,Winter,12:30:00,NA,17,41.99163,-73.88882,2,1217.125351,4925428.95,302.15016,24.8,310.580517,25.5,468.090688,38.5,74.73973,6.1,61.564256,5.058168902,-999,-999,-999,9667,61.79760915,5944,37.9978265,0,0,32,0.204564342,9733,61.95811318,5944,37.83818193,0,0,32,0.203704883,73568,44.59774853,52586,31.87822429,11678,7.079334865,27127,16.44469232,121159,30.86790588,192565,49.06014654,32825,8.362886871,45959,11.70906071,20,12,-999,-999,-999,-999,-999,6.7,9.8,-999,-999,274,144,83,-999,1,-999,0.053,0.53,-999,1.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.21,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,20,9,-999,-999,Balmy,0.14,0.47,-999,1.73,1.61,NA
58,A,3/21/1976,1976,3,Winter,0:00:00,NA,11,42.015755,-73.866415,2,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,4598.2,1031.4,567,0,0,0,0,7753,48.24817972,8316,51.75182028,0,0,0,0,7833,48.50455137,8316,51.49544863,0,0,0,0,62330,59.402638,42598,40.597362,0,0,0,0,213357,83.35723076,42598,16.64276924,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Balmy,0.14,0.47,-999,1.73,1.61,NA
59,A,3/21/1976,1976,3,Winter,11:45:00,NA,12,42.011997,-73.871244,3,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,4598.2,1031.4,567,4925,31.70668898,2543,16.37159596,462,2.974312753,7603,48.9474023,4930,31.72866521,2543,16.36632771,462,2.973355644,7603,48.93165144,13381,10.72375961,17091,13.69701632,30558,24.48969779,63749,51.08952628,40361,10.30487478,99143,25.31295558,179296,45.77742941,72869,18.60474023,20,10,-999,-999,-999,-999,-999,6.6,12,-999,-999,137,75,23,-999,0.06,-999,0.144,1.44,-999,0.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.17,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,60,36,1.666666667,640,Balmy,0.14,0.47,-999,1.73,1.61,NA
60,A,3/21/1976,1976,3,Winter,0:00:00,NA,14,42.014527,-73.876556,2,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,-999,-999,-999,235,1.534643767,12297,80.30431659,0,0,2781,18.16103964,236,1.541073527,12297,80.29907274,0,0,2781,18.15985373,932,3.996398096,19337,82.91668453,270,1.157754813,2782,11.92916256,2493,2.724858183,83649,91.42866511,2006,2.192565389,3343,3.653911314,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,-999,-999,-999,-999,Balmy,0.14,0.47,-999,1.73,1.61,NA
61,A,3/21/1976,1976,3,Winter,11:30:00,NA,13,42.010208,-73.872426,1,3805.241245,15399098.1,1548.132027,40.7,1155.73523,30.4,648.373518,17,307.392982,8.1,145.607488,3.826498207,4598.2,1031.4,567,1420,9.220779221,3659,23.75974026,10321,67.01948052,0,0,1420,9.190343667,3710,24.01139085,10321,66.79826548,0,0,23121,16.85290066,26847,19.56878266,36659,26.72075106,50566,36.85756562,74636,19.12061956,116296,29.79328437,111209,28.49007155,88202,22.59602452,20,10,-999,-999,-999,-999,-999,6.7,11,-999,-999,137,68,23,-999,0.14,-999,0.074,0.74,-999,0.02,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.12,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,NA,56,72,0.777777778,240,Balmy,0.14,0.47,-999,1.73,1.61,NA
